SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR
86703.0,9.0,2.0,2.0,59.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,0.0,2.0,1.0,1.0,64.0,1.0,3.0,1.0,4.0,37319.14245,37581.456972,1.0,125.0,4.0,4.0,0.63
86704.0,9.0,2.0,1.0,0.0,1.0,5.0,6.0,2.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,6.0,6.0,2.0,0.0,0.0,1.0,28.0,2.0,3.0,1.0,3.0,12045.524293,12068.717954,2.0,123.0,9.0,9.0,1.84
86705.0,9.0,2.0,2.0,59.0,,1.0,1.0,1.0,,2.0,,2.0,2.0,6.0,,1.0,5.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,0.0,1.0,33.0,1.0,3.0,1.0,4.0,15105.96556,15525.331408,1.0,128.0,4.0,4.0,0.46
86706.0,9.0,2.0,2.0,79.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,3.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,7.0,7.0,3.0,0.0,1.0,2.0,79.0,1.0,3.0,2.0,,57096.205755,59109.953569,2.0,127.0,8.0,8.0,1.31
86707.0,9.0,2.0,2.0,30.0,,4.0,4.0,2.0,,2.0,,1.0,1.0,,,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,7.0,7.0,1.0,4.0,0.0,1.0,32.0,1.0,4.0,1.0,4.0,29210.824064,28305.23277,1.0,126.0,8.0,8.0,1.36
86708.0,9.0,1.0,2.0,2.0,,5.0,7.0,,,,,1.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,4.0,4.0,2.0,0.0,0.0,2.0,47.0,,,6.0,,10594.207754,0.0,2.0,121.0,,,
86709.0,9.0,2.0,1.0,17.0,,1.0,1.0,1.0,214.0,2.0,,1.0,1.0,,11.0,,,,1.0,2.0,2.0,,,,1.0,2.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,43.0,,,1.0,,15372.903399,15227.240813,1.0,121.0,,,
86710.0,9.0,2.0,1.0,33.0,,5.0,6.0,2.0,,2.0,,2.0,2.0,3.0,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,33.0,2.0,5.0,1.0,5.0,28497.735636,29627.834221,2.0,128.0,9.0,9.0,3.75
86711.0,9.0,2.0,2.0,8.0,,5.0,6.0,2.0,96.0,,,1.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,6.0,2.0,2.0,0.0,1.0,28.0,2.0,5.0,6.0,,14502.378305,14858.667234,2.0,124.0,7.0,7.0,1.07
86712.0,9.0,2.0,1.0,64.0,,5.0,6.0,2.0,,2.0,,2.0,1.0,7.0,,4.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,72.0,2.0,2.0,1.0,4.0,20789.378871,23058.210023,2.0,128.0,10.0,10.0,4.06
86713.0,9.0,2.0,1.0,65.0,,4.0,4.0,2.0,,2.0,,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,61.0,1.0,4.0,1.0,3.0,10716.184198,10648.861137,1.0,123.0,77.0,77.0,
86714.0,9.0,2.0,2.0,11.0,,3.0,3.0,1.0,135.0,,,1.0,1.0,,4.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,0.0,1.0,42.0,1.0,4.0,1.0,4.0,57365.00671,56619.938355,2.0,127.0,9.0,9.0,2.26
86715.0,9.0,2.0,1.0,50.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,7.0,2.0,0.0,0.0,2.0,51.0,1.0,3.0,1.0,3.0,153867.37363,163383.500959,1.0,127.0,10.0,10.0,1.77
86716.0,9.0,2.0,2.0,11.0,,5.0,6.0,1.0,140.0,,,1.0,1.0,,6.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,0.0,1.0,36.0,2.0,5.0,6.0,,13193.234326,13407.014915,1.0,133.0,15.0,15.0,5.0
86717.0,9.0,2.0,2.0,62.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,3.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,62.0,1.0,3.0,5.0,,50406.173025,49521.494035,2.0,123.0,5.0,5.0,1.69
86718.0,9.0,2.0,1.0,44.0,,4.0,4.0,2.0,,2.0,,1.0,1.0,,,2.0,6.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,44.0,1.0,2.0,6.0,,18773.699705,18472.819902,1.0,123.0,4.0,4.0,1.19
86719.0,9.0,2.0,1.0,62.0,,4.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,4.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,62.0,1.0,4.0,5.0,,12472.976108,12394.616226,2.0,122.0,4.0,4.0,0.94
86720.0,9.0,2.0,2.0,34.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,35.0,1.0,5.0,1.0,5.0,31606.356466,32735.863591,2.0,121.0,15.0,15.0,5.0
86721.0,9.0,1.0,1.0,2.0,24.0,3.0,3.0,,,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,1.0,0.0,0.0,2.0,32.0,1.0,5.0,5.0,,13813.710657,0.0,2.0,125.0,6.0,6.0,1.69
86722.0,9.0,2.0,2.0,40.0,,1.0,1.0,2.0,,2.0,,2.0,2.0,5.0,,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,6.0,6.0,1.0,2.0,0.0,2.0,56.0,,,3.0,,16583.726407,16630.511569,2.0,129.0,77.0,77.0,
86723.0,9.0,1.0,1.0,10.0,,1.0,1.0,,,,,1.0,1.0,,4.0,,,,1.0,1.0,2.0,,,,,,,,5.0,5.0,1.0,1.0,0.0,2.0,35.0,2.0,4.0,5.0,,11339.530065,0.0,2.0,120.0,,,
86724.0,9.0,2.0,2.0,12.0,,5.0,6.0,2.0,151.0,,,1.0,1.0,,6.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,2.0,0.0,1.0,47.0,2.0,5.0,1.0,5.0,17192.363933,16645.649792,2.0,120.0,15.0,15.0,5.0
86725.0,9.0,2.0,1.0,8.0,,2.0,2.0,2.0,99.0,,,1.0,1.0,,2.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,31.0,1.0,2.0,5.0,,8709.647429,8946.723187,2.0,119.0,5.0,5.0,1.25
86726.0,9.0,2.0,1.0,3.0,,1.0,1.0,1.0,39.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,1.0,1.0,0.0,1.0,35.0,1.0,2.0,1.0,4.0,13841.262087,15265.58455,1.0,127.0,14.0,14.0,3.51
86727.0,9.0,2.0,1.0,41.0,,2.0,2.0,2.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,3.0,3.0,0.0,1.0,0.0,1.0,41.0,1.0,5.0,1.0,4.0,37232.177045,37088.569832,2.0,120.0,8.0,8.0,2.48
86728.0,9.0,2.0,2.0,32.0,,2.0,2.0,1.0,,2.0,,2.0,2.0,1.0,,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,0.0,0.0,2.0,1.0,68.0,2.0,5.0,1.0,4.0,26420.058888,27636.170432,1.0,124.0,6.0,6.0,1.06
86729.0,9.0,2.0,1.0,17.0,,3.0,3.0,2.0,210.0,2.0,,1.0,1.0,,11.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,2.0,0.0,2.0,43.0,2.0,4.0,3.0,,43455.468013,44891.135141,1.0,131.0,9.0,9.0,2.74
86730.0,9.0,2.0,1.0,78.0,,3.0,3.0,2.0,,1.0,2.0,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,4.0,4.0,0.0,2.0,2.0,1.0,78.0,1.0,5.0,1.0,3.0,12148.048987,12320.306534,1.0,131.0,6.0,6.0,1.4
86731.0,9.0,2.0,1.0,29.0,,2.0,2.0,2.0,,2.0,,2.0,2.0,3.0,,3.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,4.0,1.0,2.0,0.0,2.0,37.0,2.0,4.0,6.0,,35502.5002,42336.257835,2.0,128.0,12.0,13.0,
86732.0,9.0,2.0,1.0,69.0,,2.0,2.0,2.0,,2.0,,2.0,1.0,7.0,,1.0,5.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,60.0,2.0,3.0,6.0,,9490.251433,9166.303624,2.0,123.0,1.0,1.0,0.28
86733.0,9.0,2.0,1.0,35.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,41.0,1.0,5.0,1.0,5.0,126038.015396,129937.592774,2.0,121.0,10.0,10.0,4.37
86734.0,9.0,2.0,1.0,7.0,,2.0,2.0,1.0,96.0,,,1.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,0.0,2.0,0.0,2.0,28.0,1.0,3.0,5.0,,11885.423877,12242.030975,1.0,128.0,4.0,4.0,0.75
86735.0,9.0,2.0,2.0,3.0,,4.0,4.0,1.0,41.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,7.0,7.0,3.0,0.0,0.0,2.0,53.0,1.0,4.0,3.0,,9554.220014,11239.069589,2.0,131.0,5.0,5.0,0.63
86736.0,9.0,2.0,2.0,45.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,45.0,1.0,5.0,1.0,4.0,131728.600561,134925.145502,2.0,128.0,15.0,15.0,5.0
86737.0,9.0,2.0,1.0,50.0,,2.0,2.0,1.0,,2.0,,2.0,2.0,1.0,,4.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,1.0,2.0,72.0,2.0,4.0,3.0,,23892.125795,26853.759413,1.0,127.0,99.0,99.0,
86738.0,9.0,2.0,2.0,11.0,,4.0,4.0,2.0,133.0,,,2.0,2.0,3.0,5.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,7.0,0.0,4.0,0.0,1.0,44.0,2.0,5.0,1.0,5.0,13414.042114,13497.875971,2.0,130.0,10.0,10.0,1.82
86739.0,9.0,2.0,1.0,2.0,,5.0,7.0,2.0,25.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,1.0,1.0,0.0,2.0,40.0,1.0,4.0,1.0,5.0,13503.47439,15701.255488,1.0,122.0,15.0,15.0,4.33
86740.0,9.0,2.0,1.0,57.0,,2.0,2.0,1.0,,2.0,,1.0,1.0,,,2.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,57.0,1.0,2.0,1.0,1.0,17868.856517,18478.27775,1.0,127.0,8.0,8.0,3.14
86741.0,9.0,2.0,2.0,77.0,,4.0,4.0,1.0,,2.0,,1.0,1.0,,,4.0,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,7.0,7.0,0.0,1.0,2.0,2.0,77.0,1.0,4.0,3.0,,17309.35911,16901.948131,2.0,131.0,13.0,13.0,
86742.0,9.0,2.0,1.0,54.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,,,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,7.0,1.0,2.0,0.0,2.0,29.0,1.0,3.0,5.0,,40781.046569,41422.287072,2.0,127.0,9.0,9.0,1.49
86743.0,9.0,2.0,2.0,8.0,,1.0,1.0,1.0,103.0,,,1.0,1.0,,2.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,0.0,2.0,35.0,1.0,4.0,1.0,1.0,10073.371615,9968.1357,2.0,122.0,8.0,8.0,1.58
86744.0,9.0,2.0,1.0,25.0,,4.0,4.0,1.0,,2.0,,1.0,1.0,,,3.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,36.0,1.0,4.0,5.0,,28183.870854,28120.204108,2.0,132.0,6.0,6.0,1.32
86745.0,9.0,2.0,1.0,65.0,,2.0,2.0,1.0,,2.0,,2.0,1.0,7.0,,3.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,65.0,2.0,3.0,1.0,1.0,8426.010459,8138.390301,1.0,124.0,3.0,3.0,0.89
86746.0,9.0,2.0,2.0,53.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,53.0,1.0,3.0,1.0,4.0,63030.017084,65357.234489,1.0,127.0,12.0,12.0,
86747.0,9.0,2.0,1.0,47.0,,3.0,3.0,2.0,,1.0,1.0,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,24.0,1.0,3.0,5.0,,72991.050424,75446.186928,1.0,131.0,15.0,15.0,5.0
86748.0,9.0,2.0,1.0,63.0,,4.0,4.0,2.0,,2.0,,1.0,1.0,,,2.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,63.0,1.0,2.0,5.0,,13776.283972,13381.91364,2.0,130.0,99.0,2.0,0.71
86749.0,9.0,2.0,2.0,1.0,19.0,4.0,4.0,1.0,19.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,1.0,0.0,0.0,1.0,31.0,1.0,4.0,1.0,4.0,7318.1395,7606.897847,2.0,133.0,6.0,6.0,1.49
86750.0,9.0,2.0,1.0,2.0,,3.0,3.0,1.0,30.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,5.0,5.0,2.0,1.0,0.0,1.0,37.0,1.0,4.0,1.0,4.0,30175.958292,31041.571119,2.0,127.0,15.0,15.0,3.8
86751.0,9.0,2.0,2.0,1.0,22.0,2.0,2.0,1.0,24.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,6.0,6.0,2.0,0.0,1.0,2.0,28.0,1.0,5.0,1.0,2.0,9567.984065,10063.840801,1.0,124.0,14.0,14.0,2.3
86752.0,9.0,2.0,2.0,35.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,0.0,2.0,35.0,1.0,3.0,1.0,3.0,50693.596125,52093.183012,1.0,130.0,6.0,6.0,1.32
86753.0,9.0,2.0,2.0,80.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,0.0,0.0,1.0,2.0,80.0,1.0,2.0,2.0,,44923.978354,59519.397933,1.0,123.0,8.0,8.0,2.98
86754.0,9.0,2.0,1.0,18.0,,1.0,1.0,1.0,225.0,2.0,,1.0,1.0,,11.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,42.0,1.0,2.0,3.0,,15348.617192,15203.184724,1.0,125.0,2.0,2.0,0.45
86755.0,9.0,2.0,1.0,28.0,,3.0,3.0,2.0,,1.0,2.0,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,2.0,0.0,0.0,2.0,28.0,1.0,4.0,1.0,4.0,76371.459501,81921.13992,2.0,132.0,7.0,7.0,1.65
86756.0,9.0,2.0,2.0,61.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,62.0,1.0,4.0,1.0,3.0,155224.04363,155059.435632,1.0,125.0,4.0,4.0,0.94
86757.0,9.0,2.0,1.0,78.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,,,1.0,6.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,0.0,0.0,2.0,1.0,78.0,1.0,1.0,6.0,,8780.100015,12097.230277,2.0,133.0,99.0,99.0,
86758.0,9.0,2.0,1.0,7.0,,3.0,3.0,2.0,95.0,,,1.0,1.0,,2.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,0.0,1.0,0.0,1.0,38.0,1.0,3.0,1.0,5.0,35838.30024,41087.763635,1.0,119.0,15.0,15.0,4.98
86759.0,9.0,2.0,2.0,60.0,,5.0,6.0,1.0,,2.0,,2.0,2.0,1.0,,2.0,1.0,,1.0,2.0,1.0,,,,1.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,29.0,2.0,5.0,1.0,5.0,16128.922398,21856.457726,2.0,133.0,,,
86760.0,9.0,2.0,1.0,6.0,,5.0,6.0,1.0,73.0,,,2.0,2.0,1.0,0.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,5.0,5.0,2.0,1.0,0.0,1.0,40.0,2.0,5.0,1.0,3.0,11172.91356,11030.26014,2.0,122.0,1.0,1.0,0.0
86761.0,9.0,2.0,2.0,40.0,,5.0,6.0,1.0,,2.0,,2.0,1.0,5.0,,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,41.0,2.0,5.0,1.0,5.0,24849.497876,29395.039539,2.0,122.0,15.0,15.0,5.0
86762.0,9.0,2.0,1.0,7.0,,5.0,6.0,1.0,91.0,,,1.0,1.0,,2.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,0.0,2.0,0.0,1.0,36.0,2.0,5.0,6.0,,10604.872127,10469.47134,1.0,133.0,15.0,15.0,5.0
86763.0,9.0,2.0,1.0,11.0,,3.0,3.0,2.0,144.0,,,2.0,2.0,2.0,4.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,0.0,3.0,0.0,2.0,59.0,2.0,4.0,4.0,,37799.992189,37633.798629,1.0,132.0,10.0,10.0,2.46
86764.0,9.0,2.0,1.0,19.0,,2.0,2.0,1.0,235.0,2.0,,1.0,1.0,,12.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,51.0,1.0,4.0,1.0,3.0,19716.155546,19529.339423,1.0,127.0,9.0,9.0,2.31
86765.0,9.0,2.0,1.0,1.0,18.0,2.0,2.0,2.0,19.0,,,1.0,1.0,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,,,,,5.0,5.0,1.0,2.0,0.0,2.0,31.0,2.0,2.0,1.0,1.0,9489.853377,10466.398092,1.0,120.0,5.0,5.0,0.84
86766.0,9.0,2.0,1.0,9.0,,4.0,4.0,1.0,120.0,,,1.0,1.0,,4.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,3.0,3.0,0.0,2.0,0.0,2.0,37.0,2.0,4.0,5.0,,13746.763028,14619.371216,1.0,129.0,6.0,6.0,1.39
86767.0,9.0,2.0,1.0,19.0,,4.0,4.0,2.0,238.0,2.0,,1.0,1.0,,13.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,66.0,,,1.0,,22903.336931,23291.010132,2.0,124.0,,2.0,0.55
86768.0,9.0,2.0,1.0,14.0,,1.0,1.0,1.0,173.0,,,1.0,1.0,,8.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,6.0,6.0,0.0,4.0,0.0,2.0,39.0,1.0,5.0,1.0,,16261.628888,15774.571914,1.0,121.0,9.0,9.0,1.84
86769.0,9.0,2.0,2.0,12.0,,5.0,6.0,2.0,157.0,,,1.0,1.0,,6.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,1.0,5.0,5.0,0.0,3.0,0.0,1.0,46.0,2.0,4.0,1.0,5.0,16048.431428,15538.094139,2.0,128.0,8.0,8.0,1.86
86770.0,9.0,2.0,1.0,7.0,,3.0,3.0,2.0,88.0,,,1.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,7.0,7.0,2.0,4.0,0.0,1.0,36.0,1.0,2.0,1.0,2.0,23627.358254,23466.479309,2.0,123.0,9.0,9.0,1.52
86771.0,9.0,2.0,1.0,18.0,,4.0,4.0,2.0,216.0,2.0,,1.0,1.0,,10.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,6.0,0.0,3.0,0.0,2.0,38.0,1.0,3.0,6.0,,14516.231877,14421.754617,1.0,132.0,2.0,2.0,0.26
86772.0,9.0,2.0,1.0,80.0,,4.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,4.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,3.0,3.0,0.0,0.0,1.0,1.0,80.0,1.0,4.0,2.0,,13301.256968,13926.974567,2.0,132.0,12.0,12.0,
86773.0,9.0,2.0,2.0,77.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,3.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,0.0,0.0,1.0,2.0,45.0,1.0,4.0,6.0,,68911.229326,71938.239127,2.0,132.0,,4.0,0.97
86774.0,9.0,2.0,1.0,43.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,,,2.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,1.0,1.0,2.0,61.0,1.0,2.0,2.0,,24831.294224,24609.690858,1.0,121.0,6.0,6.0,1.32
86775.0,9.0,2.0,2.0,14.0,,4.0,4.0,2.0,169.0,,,1.0,1.0,,8.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,2.0,0.0,2.0,47.0,1.0,5.0,5.0,,12327.270278,12074.718356,2.0,126.0,10.0,10.0,2.29
86776.0,9.0,2.0,2.0,28.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,,,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,2.0,28.0,1.0,3.0,1.0,3.0,22781.838057,23132.349141,1.0,120.0,8.0,8.0,1.86
86777.0,9.0,2.0,1.0,52.0,,2.0,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,,1.0,6.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,61.0,1.0,5.0,6.0,,23064.966028,23427.639174,1.0,129.0,13.0,13.0,
86778.0,9.0,2.0,2.0,40.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,0.0,1.0,41.0,2.0,5.0,1.0,5.0,107771.725127,124796.368999,1.0,133.0,15.0,15.0,5.0
86779.0,9.0,2.0,1.0,8.0,,5.0,7.0,2.0,100.0,,,1.0,1.0,,3.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,55.0,2.0,2.0,1.0,2.0,11806.128385,12268.114288,1.0,122.0,5.0,5.0,1.14
86780.0,9.0,2.0,2.0,9.0,,5.0,7.0,1.0,112.0,,,1.0,1.0,,2.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,0.0,1.0,34.0,1.0,3.0,6.0,,30025.583481,31254.87061,2.0,128.0,7.0,7.0,1.44
86781.0,9.0,2.0,2.0,18.0,,4.0,4.0,1.0,226.0,2.0,,1.0,1.0,,13.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,0.0,2.0,0.0,2.0,36.0,1.0,4.0,1.0,3.0,15852.64401,15598.663589,2.0,131.0,10.0,10.0,2.29
86782.0,9.0,2.0,2.0,23.0,,4.0,4.0,1.0,,2.0,,2.0,2.0,3.0,,4.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,7.0,0.0,0.0,0.0,2.0,24.0,2.0,4.0,1.0,4.0,22994.282762,24269.216147,1.0,124.0,7.0,7.0,0.95
